,City,Temperature °F,Humidity,Cloudiness,Wind Speed,Latitude,Longitude,Country,Date
63,Christchurch,59.0,50,25,13.87,-43.53,172.63,NZ,1601261621
64,Yellowknife,44.6,87,75,10.29,62.46,-114.35,CA,1601261919
65,Khatanga,32.85,90,90,10.96,71.97,102.5,RU,1601261920
66,Ibicuí,62.91,92,0,2.35,-14.84,-39.99,BR,1601261920
67,Florence,53.01,100,75,4.7,43.77,11.25,IT,1601261920
68,Mpongwe,63.37,31,54,3.62,-13.51,28.16,ZM,1601261921
69,Ushuaia,42.8,70,40,13.87,-54.8,-68.3,AR,1601261791
70,Mezen',43.81,94,100,6.17,65.85,44.24,RU,1601261921
71,Port Hardy,55.4,82,75,9.17,50.7,-127.42,CA,1601261921
72,Nome,50.0,68,1,13.87,64.5,-165.41,US,1601261922
73,Rome,68.0,77,1,5.82,43.21,-75.46,US,1601261922
74,Bluff,37.99,80,95,18.99,-46.6,168.33,NZ,1601261922
75,Luang Prabang,78.8,88,75,4.7,19.89,102.13,LA,1601261922
76,Avarua,75.2,69,0,12.75,-21.21,-159.78,CK,1601261641
77,Ulaangom,47.68,52,0,3.96,49.98,92.07,MN,1601261923
78,New Norfolk,57.2,58,40,13.87,-42.78,147.06,AU,1601261923
79,Kruisfontein,44.76,80,31,6.08,-34.0,24.73,ZA,1601261923
80,Ilebo,72.03,95,98,1.88,-4.32,20.58,CD,1601261924
81,Hanover,53.01,81,75,3.36,52.37,9.73,DE,1601261924
82,Los Llanos de Aridane,73.4,78,90,19.46,28.66,-17.92,ES,1601261924
83,Iqaluit,26.6,73,5,5.82,63.75,-68.51,CA,1601261925
84,Gemeente Stadskanaal,54.0,94,100,6.33,52.98,6.95,NL,1601261925
85,Havre-St-Pierre,51.8,93,90,3.36,50.23,-63.6,CA,1601261925
86,Trāl,61.52,42,0,2.46,33.93,75.1,IN,1601261926
87,Barrow,32.0,95,90,8.05,71.29,-156.79,US,1601261926
88,Klaksvík,50.0,100,96,18.34,62.23,-6.59,FO,1601261926
89,Torres,66.31,96,100,7.23,-29.34,-49.73,BR,1601261927
90,Atasū,41.99,67,0,8.61,48.68,71.64,KZ,1601261927
91,Mallaig,44.35,82,33,4.61,54.22,-111.37,CA,1601261927
92,Goianésia,78.84,28,1,3.53,-15.32,-49.12,BR,1601261928
93,Cherskiy,47.3,54,100,10.67,68.75,161.3,RU,1601261928
94,Castro,64.78,80,100,4.61,-24.79,-50.01,BR,1601261928
95,Lata,55.99,100,0,2.24,40.16,-8.33,PT,1601261928
96,Nikolskoye,48.99,81,0,8.95,59.7,30.79,RU,1601261929
97,Busselton,62.01,77,69,1.99,-33.65,115.33,AU,1601261929
98,Faanui,78.3,78,4,14.45,-16.48,-151.75,PF,1601261929
99,São Filipe,79.81,83,41,3.62,14.9,-24.5,CV,1601261930
100,Ponta do Sol,71.6,64,40,9.17,32.67,-17.1,PT,1601261930
101,Broken Hill,62.6,36,25,8.05,-31.95,141.43,AU,1601261930
102,Praia,78.8,88,20,3.36,14.92,-23.51,CV,1601261732
103,Port Elizabeth,48.2,76,11,8.05,-33.92,25.57,ZA,1601261931
104,Atar,85.75,27,0,9.8,20.52,-13.05,MR,1601261931
105,Buala,84.79,70,56,7.16,-8.14,159.59,SB,1601261931
106,Muros,52.0,81,24,1.01,42.78,-9.06,ES,1601261932
107,Fortuna,64.0,77,1,3.15,40.6,-124.16,US,1601261932
108,Arraial do Cabo,73.4,94,2,10.29,-22.97,-42.03,BR,1601261932
109,Padang,83.23,64,97,1.14,-0.95,100.35,ID,1601261933
110,Popondetta,88.47,60,100,5.32,-8.75,148.25,PG,1601261933
111,San Quintín,68.59,79,0,2.86,30.48,-115.95,MX,1601261933
112,Lüderitz,51.46,64,0,16.4,-26.65,15.16,NA,1601261933
113,The Valley,82.99,83,20,9.17,18.22,-63.06,AI,1601261934
114,Seligenstadt,46.0,91,79,2.33,50.04,8.97,DE,1601261934
115,Barahan,85.37,64,100,4.23,13.01,120.76,PH,1601261934
116,Kahului,87.8,52,20,21.92,20.89,-156.47,US,1601261934
117,Manokwari,84.97,64,0,5.64,-0.87,134.08,ID,1601261935
118,Norman Wells,53.6,62,90,17.22,65.28,-126.83,CA,1601261935
119,Bahir Dar,57.81,84,1,3.24,11.59,37.39,ET,1601261935
120,Inhambane,73.72,86,58,6.33,-23.86,35.38,MZ,1601261936
121,Walvis Bay,48.99,81,0,4.7,-22.96,14.51,NA,1601261936
122,Pevek,37.27,78,100,21.36,69.7,170.31,RU,1601261936
123,Bianzhuang,74.12,51,0,5.48,34.85,118.04,CN,1601261937
124,Saiki,73.99,43,41,1.99,32.95,131.9,JP,1601261937
125,Jalu,82.71,27,0,7.63,29.03,21.55,LY,1601261937
126,Bonavista,59.49,87,100,18.01,48.65,-53.11,CA,1601261939
127,Baie-Comeau,50.0,93,1,2.24,49.22,-68.15,CA,1601261656
128,Mar del Plata,54.0,100,90,18.34,-38.0,-57.56,AR,1601261917
129,Tasiilaq,32.0,98,100,8.05,65.61,-37.64,GL,1601261939
130,Santa Isabel,73.4,56,80,1.12,-23.32,-46.22,BR,1601261939
131,Eston,46.0,70,20,12.75,51.15,-108.75,CA,1601261940
132,Ayagoz,40.78,71,99,14.61,47.97,80.44,KZ,1601261940
133,Tuktoyaktuk,37.4,93,90,6.93,69.45,-133.04,CA,1601261940
134,Vila Franca do Campo,69.8,83,75,10.29,37.72,-25.43,PT,1601261941
135,Sontra,48.0,96,73,1.95,51.07,9.93,DE,1601261941
136,Rochegda,47.89,97,92,4.25,62.8,43.25,RU,1601261941
137,Tulagi,91.4,55,20,18.34,-9.1,160.15,SB,1601261941
138,Gizo Government Station,81.32,77,100,4.81,-8.1,156.84,SB,1601261942
139,Bethel,70.0,96,53,3.85,41.37,-73.41,US,1601261942
140,Upernavik,26.69,97,100,10.31,72.79,-56.15,GL,1601261942
141,Anjozorobe,55.4,93,40,5.82,-18.4,47.87,MG,1601261943
142,Zhanakorgan,55.54,38,0,20.49,43.91,67.25,KZ,1601261943
143,Cabo San Lucas,86.0,78,5,10.29,22.89,-109.91,MX,1601261738
144,Garoowe,72.72,75,83,5.08,8.41,48.48,SO,1601261943
145,St. Pete Beach,80.01,88,1,12.75,27.73,-82.74,US,1601261944
146,Hasaki,81.0,60,20,12.75,35.73,140.83,JP,1601261944
147,São João da Barra,74.59,83,0,12.55,-21.64,-41.05,BR,1601261944
148,Lagoa,69.87,89,73,8.34,39.05,-27.98,PT,1601261945
149,Chitungwiza,67.93,41,5,10.67,-18.01,31.08,ZW,1601261945
150,Portland,66.99,67,0,3.0,45.52,-122.68,US,1601261604
151,Vila Velha,78.01,78,0,17.22,-20.33,-40.29,BR,1601261945
152,Kodār,80.4,81,35,7.16,16.98,79.97,IN,1601261946
153,Vaini,78.8,74,20,8.05,-21.2,-175.2,TO,1601261946
154,Beloha,68.41,91,37,7.54,-25.17,45.05,MG,1601261946
155,Tizimín,77.85,81,78,6.96,21.15,-88.15,MX,1601261947
156,Cacequi,59.02,88,95,10.74,-29.88,-54.83,BR,1601261947
157,Cullman,71.01,93,40,2.93,34.17,-86.84,US,1601261947
158,Homer,51.8,76,75,5.82,59.64,-151.55,US,1601261948
159,Ishigaki,77.0,100,75,10.29,24.34,124.16,JP,1601261948
160,Fort Nelson,46.4,87,75,8.05,58.81,-122.7,CA,1601261948
161,Vestmannaeyjar,45.36,81,100,10.98,63.44,-20.27,IS,1601261948
162,Rørvik,52.12,80,13,14.34,64.86,11.24,NO,1601261949
163,Esperance,66.2,68,72,14.99,-33.87,121.9,AU,1601261949
164,Mweka,68.41,100,84,2.01,-4.85,21.57,CD,1601261949
165,Ilulissat,26.6,79,1,3.36,69.22,-51.1,GL,1601261949
166,Mitha Tiwana,83.62,26,0,8.97,32.25,72.11,PK,1601261950
167,Itarema,77.31,84,35,13.33,-2.92,-39.92,BR,1601261950
168,Nogliki,53.55,61,0,8.52,51.83,143.17,RU,1601261950
169,Shenjiamen,73.56,72,66,11.05,29.96,122.3,CN,1601261951
170,Sinjai,86.4,59,11,7.74,-5.12,120.25,ID,1601261951
171,Kuril'sk,54.55,83,100,24.09,45.23,147.88,RU,1601261951
172,Batagay-Alyta,37.27,92,100,4.59,67.8,130.41,RU,1601261951
173,Kumul,64.89,24,88,1.25,42.8,93.45,CN,1601261952
174,Fallon,68.0,22,1,6.93,39.47,-118.78,US,1601261941
175,Chui,54.81,91,1,12.93,-33.7,-53.46,UY,1601261952
176,Aras,51.8,71,75,6.93,42.56,-2.36,ES,1601261952
177,Coquimbo,53.6,81,6,6.93,-29.95,-71.34,CL,1601261953
178,El Alto,61.2,88,0,15.59,-4.27,-81.21,PE,1601261953
179,Hithadhoo,83.05,67,100,5.57,-0.6,73.08,MV,1601261953
180,Sørland,50.68,80,70,11.92,67.67,12.69,NO,1601261953
181,Butaritari,81.79,79,1,15.48,3.07,172.79,KI,1601261954
182,Hwange,67.96,45,0,2.1,-18.37,26.5,ZW,1601261954
183,Souillac,69.8,94,40,6.93,-20.52,57.52,MU,1601261954
184,Yerbogachën,46.89,67,72,13.42,61.28,108.01,RU,1601261955
185,Turukhansk,36.37,84,100,22.39,65.82,87.98,RU,1601261955
186,Bathsheba,82.4,78,20,13.87,13.22,-59.52,BB,1601261955
187,Banjar,86.0,74,40,10.29,-8.19,114.97,ID,1601261956
188,Inírida,74.73,94,67,0.96,3.87,-67.92,CO,1601261956
189,Petropavlovsk-Kamchatskiy,51.8,62,75,13.42,53.05,158.65,RU,1601261956
190,Saint-Philippe,68.0,68,59,3.36,-21.36,55.77,RE,1601261956
191,Omboué,74.21,78,85,5.7,-1.57,9.26,GA,1601261957
192,Nouadhibou,71.6,78,0,20.8,20.93,-17.03,MR,1601261957
193,Sandwick,50.0,87,100,11.41,60.0,-1.25,GB,1601261957
194,Kavieng,79.05,84,100,5.93,-2.57,150.8,PG,1601261957
195,Kavaratti,81.3,76,87,8.43,10.57,72.64,IN,1601261958
196,Mareeba,86.0,51,26,8.01,-17.0,145.43,AU,1601261958
197,Karratha,89.2,19,43,14.23,-20.74,116.85,AU,1601261958
198,Lavrentiya,36.55,80,93,13.35,65.58,-171.0,RU,1601261959
199,Bima,94.26,37,36,6.67,-8.47,118.72,ID,1601261959
200,Kapit,74.35,91,100,0.85,2.02,112.93,MY,1601261959
201,Palmer,71.6,83,90,4.7,42.16,-72.33,US,1601261960
202,Qaanaaq,12.49,78,49,7.67,77.48,-69.36,GL,1601261960
203,Bayanday,39.63,83,97,9.22,53.07,105.51,RU,1601261960
204,Yatou,73.0,54,4,4.23,37.15,122.38,CN,1601261961
205,Kulhudhuffushi,82.09,74,12,6.73,6.62,73.07,MV,1601261961
206,Fergus Falls,53.6,76,75,13.87,46.28,-96.08,US,1601261961
207,Qandala,84.54,62,78,5.66,11.47,49.87,SO,1601261961
208,Iaçu,69.22,83,0,3.0,-12.77,-40.21,BR,1601261962
209,Batemans Bay,63.0,47,0,8.23,-35.72,150.18,AU,1601261962
210,Olafsvik,44.91,81,100,6.04,64.89,-23.71,IS,1601261962
211,Nabire,83.89,65,100,2.62,-3.37,135.48,ID,1601261706
212,Camacha,69.8,68,75,12.75,33.08,-16.33,PT,1601261963
213,Pingliang,57.6,81,100,6.46,35.54,106.69,CN,1601261963
214,San Miguel de Cozumel,80.6,88,20,3.36,20.51,-86.95,MX,1601261847
215,College,53.6,50,75,10.29,64.86,-147.8,US,1601261667
216,Saint-Joseph,68.0,68,40,3.36,-21.37,55.62,RE,1601261936
217,Yulara,91.4,16,0,9.17,-25.24,130.99,AU,1601261964
218,Airai,79.07,45,6,5.97,-8.93,125.41,TL,1601261964
219,Massena,71.6,87,1,7.18,44.93,-74.89,US,1601261964
220,Cidreira,65.32,98,100,5.21,-30.18,-50.21,BR,1601261964
221,Dongsheng,60.31,66,100,14.0,39.82,109.98,CN,1601261965
222,Mahébourg,69.8,94,40,6.93,-20.41,57.7,MU,1601261965
223,Escanaba,57.99,87,1,5.82,45.75,-87.06,US,1601261965
224,Virginia Beach,71.6,83,75,4.7,36.85,-75.98,US,1601261720
225,Ribeira Grande,69.46,90,99,6.89,38.52,-28.7,PT,1601261966
226,Mogadishu,77.38,86,27,9.8,2.04,45.34,SO,1601261944
227,Wewak,84.78,68,96,6.85,-3.55,143.63,PG,1601261966
228,Terra Santa,77.81,70,1,1.57,-2.1,-56.49,BR,1601261966
229,Port-Gentil,75.81,76,71,11.41,-0.72,8.78,GA,1601261967
230,Kyzyl-Mazhalyk,43.56,59,0,2.13,51.13,90.6,RU,1601261967
231,Nemuro,57.2,67,75,12.75,43.32,145.57,JP,1601261967
232,Katsuura,80.01,48,0,8.01,35.13,140.3,JP,1601261968
233,Valparaíso,53.6,87,0,5.82,-33.04,-71.63,CL,1601261929
234,Allāpalli,80.11,84,7,3.29,19.42,80.07,IN,1601261968
235,Sorong,84.13,70,75,5.68,-0.88,131.25,ID,1601261968
236,Bhasāwar,87.35,38,0,3.33,27.03,77.03,IN,1601261969
237,Salinas,73.4,53,1,10.29,36.68,-121.66,US,1601261969
238,Thompson,42.8,93,90,10.29,55.74,-97.86,CA,1601261786
239,Meulaboh,85.08,66,94,2.86,4.14,96.13,ID,1601261969
240,Bubaque,80.73,74,100,7.83,11.28,-15.83,GW,1601261970
241,Basco,82.18,84,99,14.12,20.45,121.97,PH,1601261970
242,Mount Isa,86.0,9,3,6.93,-20.73,139.5,AU,1601261970
243,Caluquembe,54.55,85,0,1.59,-13.78,14.68,AO,1601261971
244,Shintomi,77.0,50,75,18.34,32.08,131.47,JP,1601261971
245,Pisco,62.6,77,6,9.17,-13.7,-76.22,PE,1601261754
246,Jamestown,64.99,77,1,4.7,42.1,-79.24,US,1601261793
247,Tiksi,43.09,74,90,10.13,71.69,128.87,RU,1601261971
248,Hong Kong,82.0,82,88,3.0,22.29,114.16,HK,1601261972
249,San Sebastián Etla,63.82,80,99,2.21,17.06,-96.79,MX,1601261972
250,Codrington,56.25,61,0,5.59,-38.27,141.97,AU,1601261973
251,Purranque,51.8,76,99,2.24,-40.92,-73.17,CL,1601261973
252,Tilichiki,46.27,71,0,6.85,60.47,166.1,RU,1601261973
253,Paramonga,60.51,88,35,6.67,-10.67,-77.83,PE,1601261974
254,Tezu,80.4,77,90,0.36,27.92,96.17,IN,1601261974
255,Genhe,50.18,51,1,9.22,50.78,121.52,CN,1601261974
256,Aykhal,30.2,80,75,8.95,66.0,111.5,RU,1601261975
257,Ola,48.94,80,84,8.84,59.58,151.28,RU,1601261975
258,Buncrana,52.79,94,98,8.14,55.13,-7.45,IE,1601261976
259,Kerema,82.33,78,99,8.48,-7.96,145.78,PG,1601261976
260,Saint Anthony,55.99,87,90,5.82,45.02,-93.22,US,1601261976
261,Mossamedes,60.89,90,19,2.01,-15.2,12.15,AO,1601261977
262,Yinchuan,59.04,82,100,5.3,38.47,106.27,CN,1601261977
263,Erzin,77.0,84,0,0.83,36.96,36.2,TR,1601261977
264,Ambon City,86.0,66,40,2.24,-3.7,128.18,ID,1601261977
265,Lumut,77.0,88,40,3.36,4.23,100.63,MY,1601261978
266,Murray,55.4,45,96,8.05,40.67,-111.89,US,1601261978
267,Mingguang,75.52,57,66,6.4,32.78,117.96,CN,1601261978
268,Carutapera,76.95,84,75,7.09,-1.2,-46.02,BR,1601261979
269,Umluj,89.71,29,0,12.82,25.02,37.27,SA,1601261967
270,Poronaysk,56.01,52,57,3.83,49.22,143.12,RU,1601261979
271,Wuzhou,80.78,70,78,3.71,23.48,111.32,CN,1601261979
272,Robertsport,77.49,84,100,2.28,6.75,-11.37,LR,1601261980
273,Oranjemund,51.96,72,0,6.2,-28.55,16.43,NA,1601261980
274,Derzhavīnsk,48.09,57,43,1.79,51.1,66.32,KZ,1601261980
275,Bara,74.03,85,100,8.57,10.37,10.73,NG,1601261981
276,Wuwei,56.16,74,100,7.58,37.93,102.64,CN,1601261981
277,Poum,74.7,85,26,14.81,-20.23,164.02,NC,1601261981
278,Cap-aux-Meules,64.4,82,75,19.46,47.38,-61.86,CA,1601261981
279,Slave Lake,48.2,76,75,3.36,55.28,-114.77,CA,1601261982
280,Provincia di Imperia,59.0,51,40,4.7,43.97,7.78,IT,1601261982
281,Damietta,78.8,78,0,9.17,31.42,31.81,EG,1601261982
282,Sanchursk,44.98,79,41,4.45,56.94,47.25,RU,1601261983
283,Moscow,48.2,61,90,6.71,55.75,37.62,RU,1601261746
284,Benguela,69.19,81,30,1.99,-12.58,13.41,AO,1601261983
285,Grindavik,42.8,87,75,8.05,63.84,-22.43,IS,1601261984
286,Avera,71.01,98,90,4.7,33.19,-82.53,US,1601261984
287,Abhā,64.4,23,0,7.81,18.22,42.51,SA,1601261984
288,Djebeniana,68.0,52,20,8.05,35.03,10.91,TN,1601261984
289,Kismayo,77.07,85,29,10.22,-0.36,42.55,SO,1601261985
290,Orshanka,44.62,79,49,3.65,56.92,47.89,RU,1601261985
291,Yangi Marg`ilon,55.4,43,9,6.93,40.43,71.72,UZ,1601261985
292,Kangaatsiaq,34.45,83,98,7.27,68.31,-53.46,GL,1601261986
293,Ayr,44.6,87,100,5.82,55.46,-4.63,GB,1601261986
294,Puerto Ayacucho,77.22,83,85,3.33,5.66,-67.62,VE,1601261986
295,Tūkrah,84.06,45,0,19.75,32.53,20.58,LY,1601261986
296,Bilibino,39.63,65,100,3.85,68.05,166.44,RU,1601261987
297,Mayo,69.8,92,90,4.7,38.89,-76.51,US,1601261987
298,Médéa,53.6,93,0,2.24,36.26,2.75,DZ,1601261987
299,Real,88.0,74,75,5.82,14.66,121.6,PH,1601261987
300,Tigil',53.85,42,89,4.34,57.8,158.67,RU,1601261988
301,East Wenatchee,64.4,42,1,9.17,47.42,-120.29,US,1601261988
302,Saint George,80.6,14,1,24.16,37.1,-113.58,US,1601261988
303,Qui Nhon,84.51,71,95,2.86,13.77,109.23,VN,1601261719
304,Nuevo Ideal,60.33,42,0,1.23,24.89,-105.07,MX,1601261984
305,Caravelas,71.31,90,0,7.16,-17.71,-39.25,BR,1601261989
306,Ayan,51.94,90,100,10.4,56.45,138.17,RU,1601261989
307,Astoria,64.4,77,1,9.17,46.19,-123.83,US,1601261989
308,Uglovoye,61.9,71,0,7.7,44.82,33.6,UA,1601261990
309,Richards Bay,59.61,90,100,13.78,-28.78,32.04,ZA,1601261990
310,Bolgar,37.4,86,74,3.02,54.95,49.07,RU,1601261990
311,Riverton,55.4,47,88,8.05,40.52,-111.94,US,1601261991
312,Ciudad del Carmen,82.89,83,100,6.58,18.63,-91.83,MX,1601261991
313,Darnah,78.21,64,1,23.4,32.77,22.64,LY,1601261991
314,Gemeente Heerenveen,55.99,93,100,2.28,52.95,5.93,NL,1601261991
315,Mahon,60.8,82,100,6.93,39.89,4.27,ES,1601261992
316,Dvinskoy Bereznik,48.38,96,83,3.94,62.86,42.71,RU,1601261992
317,Socorro,89.6,11,5,13.87,31.65,-106.3,US,1601261992
318,Morehead,66.2,88,1,6.33,37.27,-87.18,US,1601261832
319,Juneau,53.6,81,90,19.46,58.3,-134.42,US,1601261993
320,Biak,83.73,63,93,10.0,-0.91,122.88,ID,1601261993
321,Dudinka,30.2,92,40,13.42,69.41,86.18,RU,1601261993
322,Burlington,71.6,100,90,3.53,39.88,-74.64,US,1601261994
323,Spirit River,52.0,87,75,4.7,55.78,-118.84,CA,1601261994
324,Nizhny Tagil,43.77,88,45,3.13,57.92,59.97,RU,1601261963
325,Jenks,57.99,87,100,1.01,36.02,-95.97,US,1601261994
326,Morondava,73.09,80,15,3.13,-20.28,44.28,MG,1601261995
327,Mountain Home,60.8,41,1,11.41,43.13,-115.69,US,1601261805
328,Alyangula,93.2,34,56,9.17,-13.85,136.42,AU,1601261995
329,Sicuani,49.14,58,90,4.94,-14.27,-71.23,PE,1601261995
330,Cam Ranh,87.8,70,20,6.93,11.92,109.16,VN,1601261996
331,Jesús del Monte,59.0,77,75,6.93,19.11,-99.99,MX,1601261996
332,Nampula,69.8,83,4,14.99,-15.12,39.27,MZ,1601261996
333,Mitsamiouli,76.62,78,51,14.18,-11.38,43.28,KM,1601261996
334,Beringovskiy,40.5,66,0,7.18,63.05,179.32,RU,1601261997
335,Touros,77.0,88,75,5.82,-5.2,-35.46,BR,1601261997
336,Serenje,63.79,38,25,4.27,-13.23,30.24,ZM,1601261998
337,Navoiy,50.0,57,36,4.7,40.08,65.38,UZ,1601261998
338,Petropavlovka,47.79,53,0,4.12,50.61,105.32,RU,1601261998
339,Bengkulu,84.69,66,40,9.51,-3.8,102.27,ID,1601261893
340,Langxiang,61.79,54,100,9.06,46.95,128.88,CN,1601261999
341,Shaunavon,46.56,56,14,10.98,49.65,-108.42,CA,1601261999
342,Dawlatabad,61.63,27,17,2.17,36.41,64.91,AF,1601261999
343,Addanki,82.06,73,89,8.72,15.82,79.98,IN,1601261999
344,Mirny,42.8,70,75,8.95,62.54,113.96,RU,1601262000
345,Ancud,46.99,90,87,1.01,-41.87,-73.82,CL,1601262000
346,Aklavik,35.6,93,90,4.7,68.22,-135.01,CA,1601261762
347,Kentau,51.58,44,0,22.73,43.52,68.51,KZ,1601262001
348,Bonthe,77.54,88,100,4.27,7.53,-12.51,SL,1601262002
349,Kokopo,78.84,83,100,2.3,-4.35,152.26,PG,1601262003
350,Rāwah,74.89,49,0,13.06,34.48,41.91,IQ,1601262004
351,Elizabeth City,71.6,94,1,6.93,36.29,-76.25,US,1601262005
352,Severo-Kuril'sk,48.29,88,100,46.24,50.68,156.12,RU,1601262008
353,Łomża,45.84,89,10,6.85,53.18,22.06,PL,1601262008
354,Geraldton,71.6,49,40,10.29,-28.77,114.6,AU,1601262009
355,Manta,69.8,83,90,9.17,-0.95,-80.73,EC,1601261782
356,Sur,84.51,45,0,6.29,22.57,59.53,OM,1601262010
357,Namatanai,80.38,80,100,4.7,-3.67,152.43,PG,1601262010
358,Korla,64.0,80,0,4.0,41.76,86.15,CN,1601262011
359,Sisimiut,31.14,92,44,8.23,66.94,-53.67,GL,1601262011
360,Canberra,60.01,41,0,3.36,-35.28,149.13,AU,1601261725
361,Salinópolis,78.78,83,19,11.81,-0.61,-47.36,BR,1601262012
362,Puerto Madryn,53.58,43,0,10.87,-42.77,-65.04,AR,1601262012
363,Jega,76.41,81,40,6.58,12.22,4.38,NG,1601262012
364,Prince Rupert,55.4,100,90,6.93,54.32,-130.32,CA,1601262013
365,Crestview,73.99,88,40,6.96,30.76,-86.57,US,1601262013
366,Clyde River,24.8,92,90,11.41,70.47,-68.59,CA,1601262014
367,Sijunjung,83.16,62,92,0.2,-0.69,100.95,ID,1601262014
368,Alice Springs,87.8,10,75,12.75,-23.7,133.88,AU,1601262014
369,Yakima,69.01,42,1,4.7,46.47,-120.67,US,1601262015
370,Waipawa,55.4,66,29,33.33,-41.41,175.52,NZ,1601262015
371,Edd,85.28,71,0,1.61,13.93,41.69,ER,1601262016
372,Buraidah,78.8,39,0,9.17,26.33,43.98,SA,1601261826
373,Hīt,78.8,39,0,17.98,33.64,42.83,IQ,1601262016
